,Name,Desc,Framework Type,Related Platform / Languages,Added,Framework Provider,Asset Home Page (URL),Repository / Source Code,Version,Terms Of Service URL,Is the Framework Source Code Non-Proprietary ?,Type of License if Non-Proprietary,Device specific,Framework does not belong to a Company,Docs Home Page URL,Supported Request Formats,Supported Response Formats,Offers Hypermedia Support
208,Guice Java Framework by Google," The Guice framework intends to alleviate the need for factories in Java code. The frameworks still allows for the need to write factories in some cases, but code will not depend directly on them to promote ease of use.",Framework,Java,"January 24, 2016",Google,https://github.com/google/guice,,,,No,,No,No,,,,No
209,DeltaSpike Java Framework by Apache, Apache DeltaSpike is framework library that intends to provide a collection of portable CDI extensions. It provides ready-to-use modules that can enable developers to integrate tested API extensions into Java projects.,Framework,Java,"January 24, 2016",Apache Software Foundation,https://deltaspike.apache.org/,,,,No,,No,No,,,,No
210,Singularity Java Framework by HubSpot," Singularity is a web application that aims to provide a platform for running and scheduling Apache Mesos tasks including long running processes, scheduled jobs, and one-off tasks.",Framework,Java,"January 24, 2016",HubSpot,http://getsingularity.com/,https://github.com/HubSpot/Singularity,,,No,,No,No,,,,No
211,Aurora Java Framework by Apache," Apache Aurora is a framework that aims to provide a service scheduler that runs on top of Apache Mesos, enabling developers to run long-running services that take advantage of Apache Mesos’ scalability, fault-tolerance, and resource isolation.",Framework,Java,"January 24, 2016",Apache Software Foundation,http://aurora.apache.org/,,,,No,,No,No,,,,No
212,Orika Java Framework by orika-mapper, Orika is a Java Bean mapping framework that aims to recursively copies data from one object to another. It is intended to be useful when developing multi-layered applications.,Framework,Java,"January 24, 2016",Independent Developer,http://orika-mapper.github.io/orika-docs/,https://github.com/orika-mapper/orika,,,No,,No,No,,,,No
213,Tryton Python Framework by Tryton," The goal of the Tryton Python Framework is to provide functionalities for a complete application framework. It's features include data persistence, extensive modularity, users management (authentication, fine grained control for data access, handling of concurrent access of resources), workflow and report engines, web services and internationalisation.",Framework,Python,"January 24, 2016",Tryton,http://www.tryton.org/,https://code.google.com/p/tryton/wiki/HowtoContribute,,,No,,No,No,,,,No
214,Spring Java Framework by Amaresh Agasimundina, Spring framework is an open source application framework that intends to provide key features such as the “IOC (Inversion Of Control) and AOP (Aspect Oriented Programming)”. The Framework aims to be a comprehensive programming and configuration model for modern Java-based “enterprise applications.”,Framework,Java,"January 24, 2016",Independent Developer,https://springframework.zeef.com/amaresh.agasimundina,,,,No,,No,No,,,,No
215,Reactive Scala Framework by nafg, Reactive is a Scala framework that offers a library framework for reactive web routing and web UIs.,Framework,Scala,"December 7, 2015",Independent Developer,http://scalareactive.org/,https://github.com/nafg/reactive,,,No,,No,No,,,,No
216,Colossus Scala Framework by Tumblr, The Colossus framework intends to offer a lightweight Scala framework for building applications in Scala that require non-blocking network I/O. The framework aims to maximize performance while keeping the interface clean and concise.,Framework,Scala,"December 7, 2015",Tumblr,http://tumblr.github.io/colossus/,https://github.com/tumblr/colossus,,,No,,No,No,,,,No
217,Pychievements Python Framework by Packet Perception, Pychievements is a framework that aims to create and track achievements within a Python application. It intends to include functions specifically for to create command line applications yet also flexible enough to be used for web applications.,Framework,Python,"January 24, 2016",Packet Perception,http://pychievements.readthedocs.org/en/latest/,https://github.com/PacketPerception/pychievements,,,No,,No,No,,,,No
218,Chaos Scala Framework by Mesosphere, Chaos aims to provide developers with a lightweight framework for writing REST services in Scala.,Framework,Scala,"December 7, 2015",Mesosphere,https://github.com/mesosphere/chaos,,,,No,,No,No,,,,No
219,Finatra Scala Framework by Twitter," Finantra is a production use as Twitter’s HTTP framework written that intends to offer feature and integration test support as well as optional JSR-330 Dependency Injection using Google Guice for Scala applications. The framework aims to provide a Jackson based JSON parsing to support required fields, default values, and custom validations.",Framework,Scala,"December 7, 2015",Twitter,https://twitter.github.io/finatra/,https://github.com/twitter/finatra,,,No,,No,No,,,,No
220,3DModelComposer JavaScript Framework by PS WebDev, 3DModelComposer JavaScript Framework by PS WebDev allows developers to create galleries of customizable 3D models. It gives users a way to build models using parts & modifiers that the developers prepared.,Framework,"Backbone.js,JavaScript,Node.js","January 22, 2016",PS WebDev,http://3dmodelcomposer.pl,,,,No,,No,No,,,,No
221,Chai JavaScript Framework by Chai.js, Chai is a JavaScript framework that intends to offer a BDD / TDD assertion framework library for node that can be paired with any javascript testing framework.,Framework,JavaScript,"September 30, 2015",Independent Developer,http://chaijs.com/,https://github.com/chaijs/chai,,,No,,No,No,,,,No
222,Pluma C++ Framework by Gil Costa, Pluma is an open source C++ framework that aims to provide support for plug-in management.,Framework,C++,"January 21, 2016",Independent Developer,http://pluma-framework.sourceforge.net/,http://sourceforge.net/projects/pluma-framework/,,,No,,No,No,,,,No
223,Mantra PHP Framework by Mantra," The OWASP Mantra PHP framework aims to be a security framework that intends to have a collection of free and open source tools integrated into a web browser for penetration testers, web application developers, security professionals as well as others.",Framework,PHP,"January 21, 2016",OWASP,http://www.getmantra.com/,http://sourceforge.net/projects/getmantra/,,,No,,No,No,,,,No
224,Pomegranate PHP Framework by Mehran Ziadloo," Pomegranate framework intends to provide a library of code written in PHP and Javascript to help developers create Ajax-based web applications easier. It is based on: PHP5.3+, Javascript, HTML5 and Zend Framework.",Framework,PHP,"January 21, 2016",Independent Developer,http://sourceforge.net/projects/pome-framework/,,,,No,,No,No,,,,No
225,Neuroph Java Framework by Sourceforge, Neuroph is lightweight Java neural network framework that aims to provide a way to develop common neural network architectures. It is described as containing an open source Java library with small number of basic classes which correspond to basic NN concepts. Also provides a GUI neural network editor to create Java neural network components.,Framework,Java,"January 11, 2016",Slashdot Media,http://neuroph.sourceforge.net/,,,,No,,No,No,,,,No
226,Websloit PHP Framework by Fardin Allahverdinazhand," WebSploit is a MITM Framework that aims to provide a security testing platform. The PHP based framework offers several features such as fake access point attack, web killer attack, bluetooth POD attack as well as others.",Framework,PHP,"January 21, 2016",Independent Developer,https://github.com/websploit/websploit,http://sourceforge.net/projects/websploit/,,,No,,No,No,,,,No
227,Hcon Security Java Framework by Hcon," The Hcon Security Framework is written in Java and aims to provide a semi-automated secutiry testing platform. It intends to provide features such as web penetration testing, web exploits development, and open source intelligence.",Framework,Java,"January 21, 2016",hcon.in,http://www.hcon.in/,http://sourceforge.net/projects/hconframework/,,,No,,No,No,,,,No
228,WHOA PHP Framework by Dradis," WHOA is a complete O-O MVC component and event-driven web application framework currently written for PHP with ports for Java, Python and ASP.NET scheduled.",Framework,Java,"January 11, 2016",Independent Developer,http://sourceforge.net/projects/whoa-framework/,,,,No,,No,No,,,,No
229,PureMVC Java Framework by PureMVC, PureMVC is a lightweight framework that offers developers a tool to create applications based upon the classic Model-View-Controller design meta-pattern. The framework provides a Java port of the AS3 reference implementation of the Standard Version. It does not support modular programming since it uses Singletons as Core actors rather than the Multitons used in the MultiCore Version.,Framework,Java,"January 11, 2016",Independent Developer,http://puremvc.github.io/,https://github.com/PureMVC/puremvc-java-standard-framework,,,No,,No,No,,,,No
230,LOGBack Java Framework by Quality Open Software, Logback is a Java framework that intends to offer a generic architecture that is divided into three modules that build to create a basic framework for web development.,Framework,Java,"January 11, 2016",Quality Open Software,http://logback.qos.ch/,,,,No,,No,No,,,,No
231,Java Object Diff Framework by Daniel Bechler, The Java-Object-Diff framework is a Java library that intends to find differences between Java objects as well as merge them together. The framework aims to operate by taking two objects to generate a representational tree structure that highlights any differences between the objects and their children. The aim of the framework's tree structure is to extract more information or apply changes to the underlying data structures.,Framework,Java,"January 11, 2016",Independent Developer,http://sqisher.github.io/java-object-diff/,https://github.com/SQiShER/java-object-diff,,,No,,No,No,,,,No
232,Prerender Java Framework by Prerender, Prerender is a Java Framework that aims to use a java filter that prerenders a javascript rendered page and returns the HTML to a search engine crawler to facilitate SEO.,Framework,Java,"January 11, 2016",Prerender,https://prerender.io/,https://github.com/greengerong/prerender-java,,,No,,No,No,,,,No
